,Age,Monthly_Bill,Total_Usage_GB,Churn,Gender_Female,Gender_Male,Location_Chicago,Location_Houston,Location_Los Angeles,Location_Miami,Location_New York,Subscription_Length_Group_1 - 12,Subscription_Length_Group_13 - 24
4593,41,88.56,414,0,1,0,0,1,0,0,0,1,0
4594,49,65.29,390,0,0,1,0,0,1,0,0,1,0
4595,45,49.33,68,1,1,0,0,0,0,1,0,0,1
4596,22,45.88,310,1,1,0,0,0,0,0,1,0,1
4597,22,65.99,395,0,0,1,0,0,1,0,0,1,0
4598,46,46.13,296,1,0,1,0,0,0,1,0,1,0
4599,57,52.62,287,0,1,0,0,0,0,1,0,0,1
4600,34,39.53,143,1,0,1,0,0,0,0,1,0,1
4601,33,36.54,63,0,1,0,0,0,0,1,0,0,1
4602,66,47.01,177,1,1,0,0,0,1,0,0,0,1
4603,70,44.0,391,1,1,0,0,1,0,0,0,0,1
4604,62,67.81,499,0,0,1,0,0,0,1,0,0,1
4605,50,76.37,188,1,0,1,0,1,0,0,0,0,1
4606,51,34.91,79,1,0,1,0,1,0,0,0,1,0
4607,35,84.88,413,0,0,1,0,0,0,1,0,0,1
4608,44,69.26,94,1,1,0,0,0,0,1,0,1,0
4609,52,85.99,94,1,1,0,0,1,0,0,0,0,1
4610,20,90.33,193,1,0,1,1,0,0,0,0,0,1
4611,66,79.65,65,0,1,0,0,0,1,0,0,1,0
4612,50,92.96,466,1,0,1,0,1,0,0,0,1,0
4613,59,46.66,141,1,1,0,1,0,0,0,0,1,0
4614,61,85.87,475,0,0,1,0,0,0,0,1,1,0
4615,58,69.9,409,0,1,0,0,0,0,0,1,1,0
4616,47,46.38,106,1,1,0,0,1,0,0,0,0,1
4617,67,61.87,167,0,0,1,0,1,0,0,0,1,0
4618,39,67.44,261,1,0,1,0,0,0,1,0,0,1
4619,22,51.07,68,1,1,0,0,0,0,1,0,1,0
4620,55,46.06,239,1,1,0,0,0,0,0,1,0,1
4621,28,32.24,167,1,1,0,1,0,0,0,0,0,1
4622,20,58.98,217,1,1,0,0,1,0,0,0,1,0
4623,58,44.09,230,0,0,1,0,0,1,0,0,0,1
4624,56,60.15,378,1,0,1,0,1,0,0,0,1,0
4625,57,38.68,96,0,0,1,1,0,0,0,0,1,0
4626,45,49.92,255,0,1,0,0,0,0,0,1,1,0
4627,59,95.82,197,1,1,0,0,1,0,0,0,0,1
4628,64,73.62,254,1,0,1,1,0,0,0,0,0,1
4629,27,52.89,416,0,0,1,0,0,0,0,1,0,1
4630,33,79.18,268,1,1,0,0,0,0,0,1,0,1
4631,52,84.56,476,0,0,1,0,0,0,0,1,1,0
4632,18,79.51,106,1,0,1,0,0,0,0,1,1,0
4633,47,48.89,321,1,1,0,0,0,1,0,0,0,1
4634,36,95.59,127,0,1,0,1,0,0,0,0,1,0
4635,34,99.66,188,1,0,1,0,0,1,0,0,0,1
4636,52,73.72,405,1,1,0,0,0,0,0,1,1,0
4637,46,78.72,285,0,0,1,0,0,1,0,0,1,0
4638,42,62.7,149,0,0,1,0,0,0,1,0,0,1
4639,66,95.42,129,0,0,1,1,0,0,0,0,1,0
4640,57,76.01,469,1,0,1,0,0,0,0,1,0,1
4641,41,98.59,127,1,0,1,1,0,0,0,0,0,1
4642,20,70.41,414,1,0,1,1,0,0,0,0,0,1
4643,66,92.67,54,1,0,1,0,0,0,1,0,1,0
4644,18,87.07,154,0,0,1,0,0,0,1,0,1,0
4645,55,97.83,280,0,1,0,0,0,0,0,1,0,1
4646,46,39.09,121,1,1,0,0,0,1,0,0,1,0
4647,58,59.88,323,0,0,1,0,1,0,0,0,0,1
4648,34,52.39,165,0,0,1,1,0,0,0,0,0,1
4649,60,83.28,330,1,1,0,0,0,0,1,0,1,0
4650,64,49.19,262,0,0,1,0,1,0,0,0,1,0
4651,23,47.01,455,1,1,0,0,0,0,0,1,1,0
4652,47,88.46,274,1,1,0,0,0,1,0,0,1,0
4653,32,30.78,474,1,1,0,0,0,1,0,0,1,0
4654,43,92.48,495,1,1,0,0,0,1,0,0,0,1
4655,19,45.07,200,0,1,0,0,1,0,0,0,1,0
4656,59,36.78,481,1,0,1,0,0,1,0,0,0,1
4657,41,39.61,494,1,0,1,0,0,0,1,0,1,0
4658,28,66.11,340,0,1,0,0,0,1,0,0,1,0
4659,62,55.27,385,0,0,1,1,0,0,0,0,1,0
4660,38,44.74,444,1,0,1,0,0,0,1,0,1,0
4661,18,43.36,461,0,0,1,0,0,0,1,0,0,1
4662,35,85.46,249,1,1,0,0,0,0,1,0,1,0
4663,38,74.61,369,1,1,0,0,0,1,0,0,0,1
4664,62,44.75,141,0,1,0,1,0,0,0,0,1,0
4665,21,42.29,252,0,1,0,0,0,0,1,0,0,1
4666,28,95.2,318,0,0,1,0,0,1,0,0,0,1
4667,33,38.36,197,1,1,0,1,0,0,0,0,1,0
4668,21,60.71,420,0,0,1,1,0,0,0,0,1,0
4669,49,85.52,348,1,1,0,0,0,1,0,0,1,0
4670,65,93.85,331,1,0,1,0,0,0,0,1,0,1
4671,56,49.16,260,0,1,0,1,0,0,0,0,1,0
4672,61,96.4,270,1,0,1,0,1,0,0,0,0,1
4673,29,83.15,416,0,1,0,0,0,0,0,1,0,1
4674,66,88.88,467,1,0,1,0,0,0,1,0,0,1
4675,43,51.94,171,1,1,0,0,0,0,1,0,0,1
4676,33,80.93,485,0,1,0,0,0,1,0,0,1,0
4677,44,69.7,287,0,0,1,0,0,0,1,0,1,0
4678,49,95.83,402,1,1,0,0,1,0,0,0,0,1
4679,29,48.48,344,0,0,1,0,1,0,0,0,0,1
4680,36,51.51,339,1,0,1,0,0,0,0,1,1,0
4681,61,60.36,430,1,1,0,0,0,1,0,0,1,0
4682,50,68.17,474,0,1,0,0,0,0,1,0,0,1
4683,19,41.17,458,0,0,1,0,0,0,0,1,0,1
4684,21,85.6,178,0,1,0,0,0,0,0,1,1,0
4685,18,56.06,405,1,0,1,0,0,1,0,0,1,0
4686,40,90.64,80,1,1,0,0,1,0,0,0,0,1
4687,61,63.07,403,1,1,0,0,0,1,0,0,1,0
4688,63,90.08,289,0,1,0,0,1,0,0,0,0,1
4689,23,37.21,132,0,1,0,0,0,1,0,0,0,1
4690,26,72.96,120,1,1,0,1,0,0,0,0,1,0
4691,52,80.76,207,0,1,0,0,0,0,0,1,0,1
4692,52,68.31,291,0,0,1,0,0,0,1,0,1,0
4693,56,76.21,234,1,0,1,0,0,0,1,0,1,0
4694,32,37.72,470,0,0,1,0,0,1,0,0,1,0
4695,46,33.79,104,0,0,1,0,1,0,0,0,1,0
4696,35,42.19,376,1,1,0,0,0,1,0,0,0,1
4697,53,52.08,124,0,1,0,1,0,0,0,0,1,0
4698,24,53.07,404,0,1,0,0,0,1,0,0,1,0
4699,28,87.28,250,1,0,1,1,0,0,0,0,1,0
4700,59,98.37,419,0,1,0,0,0,0,1,0,0,1
4701,56,31.37,482,1,1,0,0,0,0,0,1,1,0
4702,58,58.5,109,1,1,0,0,0,0,0,1,0,1
4703,30,49.11,141,0,1,0,0,1,0,0,0,0,1
4704,35,59.89,308,0,1,0,0,0,0,1,0,0,1
4705,56,37.52,288,0,1,0,0,1,0,0,0,1,0
4706,57,55.43,60,0,1,0,0,0,0,0,1,0,1
4707,34,67.91,464,1,0,1,0,0,0,1,0,1,0
4708,31,54.57,459,0,1,0,0,0,1,0,0,0,1
4709,42,52.82,217,0,1,0,0,1,0,0,0,0,1
4710,20,35.28,106,1,0,1,0,1,0,0,0,0,1
4711,33,63.61,476,1,0,1,0,0,1,0,0,1,0
4712,19,75.63,416,0,1,0,0,0,0,0,1,1,0
4713,43,34.28,433,1,0,1,0,0,0,1,0,1,0
4714,31,34.69,98,0,0,1,0,0,0,1,0,1,0
4715,70,39.18,63,0,0,1,1,0,0,0,0,0,1
4716,55,67.71,483,0,1,0,0,0,0,0,1,0,1
4717,70,46.71,57,0,1,0,0,1,0,0,0,1,0
4718,66,72.72,231,0,1,0,1,0,0,0,0,1,0
4719,49,52.78,428,1,1,0,1,0,0,0,0,1,0
4720,50,39.0,215,0,0,1,0,0,0,1,0,1,0
4721,46,85.32,179,0,0,1,1,0,0,0,0,1,0
4722,63,60.58,273,0,1,0,0,0,1,0,0,1,0
4723,50,69.76,206,0,1,0,0,1,0,0,0,1,0
4724,61,96.15,171,0,0,1,0,1,0,0,0,1,0
4725,70,53.49,468,0,0,1,0,0,1,0,0,0,1
4726,47,65.74,157,0,0,1,1,0,0,0,0,0,1
4727,26,98.36,257,0,1,0,0,0,0,0,1,1,0
4728,47,49.06,136,1,0,1,1,0,0,0,0,0,1
4729,22,92.07,161,0,1,0,0,0,1,0,0,1,0
4730,51,71.42,218,1,1,0,0,0,1,0,0,0,1
4731,66,51.32,478,0,1,0,0,0,0,1,0,0,1
4732,42,77.98,403,1,0,1,0,0,1,0,0,1,0
4733,40,95.55,124,1,0,1,1,0,0,0,0,1,0
4734,24,76.52,239,1,1,0,0,0,0,1,0,0,1
4735,21,40.18,340,1,0,1,0,0,0,1,0,1,0
4736,68,55.76,148,0,1,0,0,0,0,0,1,0,1
4737,43,40.08,335,1,1,0,1,0,0,0,0,1,0
4738,69,62.53,403,0,1,0,0,0,0,1,0,1,0
4739,42,73.44,183,1,0,1,0,0,0,1,0,1,0
4740,36,87.11,379,1,0,1,0,1,0,0,0,0,1
4741,59,66.17,480,1,1,0,0,0,0,1,0,1,0
4742,33,85.27,167,0,1,0,0,0,0,1,0,0,1
4743,36,41.34,78,1,0,1,0,0,1,0,0,0,1
4744,40,48.57,449,1,1,0,0,1,0,0,0,0,1
4745,53,65.66,120,1,1,0,0,0,1,0,0,0,1
4746,58,81.97,69,1,1,0,1,0,0,0,0,1,0
4747,68,83.56,366,1,1,0,0,0,0,0,1,0,1
4748,28,61.15,256,1,0,1,0,0,0,1,0,1,0
4749,25,84.97,436,0,1,0,0,0,0,1,0,1,0
4750,40,33.68,403,0,0,1,0,0,0,0,1,0,1
4751,60,43.43,496,1,1,0,1,0,0,0,0,1,0
4752,50,66.81,223,0,0,1,0,0,0,1,0,1,0
4753,19,60.53,453,1,0,1,0,0,1,0,0,0,1
4754,18,56.61,62,0,0,1,0,1,0,0,0,0,1
4755,37,50.7,205,0,0,1,0,0,0,0,1,0,1
4756,27,80.52,60,1,1,0,0,0,0,0,1,0,1
4757,24,79.78,302,1,1,0,1,0,0,0,0,1,0
4758,36,91.59,429,0,0,1,0,1,0,0,0,0,1
4759,36,99.17,419,0,0,1,0,0,0,1,0,1,0
4760,37,72.66,242,0,1,0,0,0,0,0,1,1,0
4761,54,82.76,341,1,0,1,0,1,0,0,0,1,0
4762,53,57.66,443,0,0,1,0,0,0,1,0,1,0
4763,70,48.19,457,1,1,0,0,0,0,0,1,1,0
4764,28,79.87,54,1,0,1,0,0,0,0,1,0,1
4765,42,53.75,88,0,0,1,0,0,0,1,0,0,1
4766,27,35.89,496,0,0,1,0,1,0,0,0,1,0
4767,24,83.96,207,1,1,0,0,0,0,0,1,1,0
4768,69,52.86,238,0,1,0,0,0,1,0,0,1,0
4769,31,78.67,328,0,1,0,0,0,1,0,0,1,0
4770,26,48.23,267,1,1,0,0,0,0,1,0,1,0
4771,25,36.91,216,1,0,1,0,1,0,0,0,0,1
4772,55,44.67,492,0,1,0,0,0,1,0,0,1,0
4773,37,35.48,442,0,0,1,0,0,0,1,0,0,1
4774,27,93.21,103,0,0,1,0,0,0,1,0,1,0
4775,39,34.34,86,1,0,1,0,0,1,0,0,1,0
4776,21,80.04,172,1,1,0,0,0,1,0,0,1,0
4777,25,45.46,409,1,0,1,1,0,0,0,0,0,1
4778,64,93.19,74,0,1,0,0,0,1,0,0,1,0
4779,19,64.31,350,0,0,1,0,0,0,0,1,0,1
4780,43,52.5,206,0,1,0,0,1,0,0,0,0,1
4781,64,96.53,315,1,0,1,0,1,0,0,0,1,0
4782,21,83.72,325,0,1,0,1,0,0,0,0,1,0
4783,25,99.18,238,0,0,1,0,0,1,0,0,0,1
4784,61,68.26,210,1,1,0,0,0,0,1,0,1,0
4785,34,74.85,254,1,0,1,0,0,0,1,0,0,1
4786,40,57.24,150,1,1,0,1,0,0,0,0,1,0
4787,42,96.05,271,1,1,0,0,0,0,0,1,0,1
4788,45,74.01,246,0,1,0,1,0,0,0,0,0,1
4789,49,44.13,159,0,0,1,0,0,0,0,1,0,1
4790,36,33.35,120,0,1,0,0,0,0,0,1,0,1
4791,47,97.82,432,1,0,1,1,0,0,0,0,0,1
4792,53,38.41,360,0,1,0,0,1,0,0,0,1,0
4793,29,65.51,227,0,1,0,0,0,1,0,0,1,0
4794,58,68.69,310,1,1,0,0,0,1,0,0,0,1
4795,29,86.83,150,1,1,0,1,0,0,0,0,0,1
4796,23,75.73,148,1,1,0,0,0,0,0,1,0,1
4797,62,37.84,492,0,0,1,0,1,0,0,0,1,0
4798,68,57.93,156,1,1,0,0,0,0,0,1,0,1
4799,30,65.35,199,1,0,1,0,0,0,1,0,1,0
4800,39,59.8,248,0,0,1,1,0,0,0,0,1,0
4801,56,96.78,183,1,1,0,0,0,1,0,0,1,0
4802,62,87.57,241,1,1,0,1,0,0,0,0,0,1
4803,42,84.79,490,0,1,0,0,0,0,1,0,1,0
4804,45,87.91,385,1,1,0,0,0,0,1,0,0,1
4805,38,52.24,381,1,0,1,0,1,0,0,0,0,1
4806,38,63.04,474,0,1,0,0,0,0,0,1,0,1
4807,29,38.23,247,1,1,0,0,1,0,0,0,1,0
4808,68,54.35,381,1,1,0,0,0,1,0,0,0,1
4809,58,74.41,189,1,1,0,0,0,0,0,1,0,1
4810,62,55.96,387,1,1,0,0,0,0,1,0,1,0
4811,29,83.11,162,1,0,1,0,0,0,1,0,1,0
4812,36,72.95,192,0,0,1,0,0,0,1,0,0,1
4813,53,92.76,112,1,0,1,0,0,0,0,1,1,0
4814,21,49.63,83,1,1,0,0,0,0,0,1,1,0
4815,45,77.3,455,1,1,0,0,0,0,1,0,1,0
4816,37,64.35,99,1,1,0,0,0,0,1,0,1,0
4817,64,39.0,188,1,0,1,1,0,0,0,0,0,1
4818,48,80.43,360,1,0,1,0,1,0,0,0,0,1
4819,57,86.78,202,1,1,0,0,0,1,0,0,0,1
4820,42,32.0,131,1,0,1,0,0,1,0,0,0,1
4821,29,80.57,377,0,0,1,0,0,0,1,0,0,1
4822,44,50.12,425,1,0,1,1,0,0,0,0,1,0
4823,21,67.37,157,0,0,1,0,0,1,0,0,0,1
4824,42,67.2,366,0,1,0,0,0,0,0,1,1,0
4825,57,68.29,359,0,0,1,0,0,0,1,0,0,1
4826,42,97.73,226,0,1,0,1,0,0,0,0,1,0
4827,33,45.12,124,1,1,0,0,0,0,1,0,1,0
4828,69,92.16,311,0,0,1,0,0,0,0,1,0,1
4829,48,48.22,470,0,0,1,0,0,0,1,0,1,0
4830,29,65.69,87,1,0,1,0,1,0,0,0,0,1
4831,35,68.11,469,1,1,0,0,0,1,0,0,0,1
4832,65,96.66,115,1,0,1,0,0,0,0,1,1,0
4833,34,47.94,280,1,0,1,1,0,0,0,0,1,0
4834,28,90.24,343,1,0,1,1,0,0,0,0,1,0
4835,68,79.5,205,0,0,1,1,0,0,0,0,1,0
4836,25,37.71,480,1,1,0,0,1,0,0,0,1,0
4837,56,72.8,431,1,0,1,0,1,0,0,0,1,0
4838,62,92.56,456,0,0,1,0,1,0,0,0,1,0
4839,24,45.9,254,0,0,1,0,0,1,0,0,1,0
4840,21,96.28,351,0,0,1,0,1,0,0,0,1,0
4841,66,33.13,365,0,0,1,1,0,0,0,0,1,0
4842,23,71.6,354,0,1,0,0,0,0,0,1,0,1
4843,47,71.84,407,0,0,1,0,0,1,0,0,0,1
4844,60,40.01,188,1,0,1,0,0,0,0,1,1,0
4845,18,66.56,232,1,0,1,0,1,0,0,0,0,1
4846,56,52.09,286,1,0,1,1,0,0,0,0,0,1
4847,19,73.25,167,1,1,0,0,1,0,0,0,0,1
4848,35,52.01,106,0,1,0,1,0,0,0,0,1,0
4849,47,58.31,146,0,1,0,0,1,0,0,0,0,1
4850,54,44.51,393,0,0,1,0,0,1,0,0,0,1
4851,23,46.86,475,1,1,0,0,1,0,0,0,0,1
4852,25,34.26,410,0,1,0,1,0,0,0,0,1,0
4853,25,71.02,257,1,0,1,0,1,0,0,0,1,0
4854,40,92.78,292,0,1,0,1,0,0,0,0,0,1
4855,33,54.74,452,0,1,0,0,1,0,0,0,1,0
4856,43,32.11,236,1,0,1,1,0,0,0,0,0,1
4857,64,33.38,488,1,0,1,0,1,0,0,0,1,0
4858,44,58.24,490,0,1,0,0,0,0,0,1,0,1
4859,42,83.17,434,1,1,0,0,1,0,0,0,1,0
4860,20,31.99,455,1,0,1,1,0,0,0,0,0,1
4861,42,33.36,56,1,1,0,0,0,0,0,1,1,0
4862,26,74.54,484,0,0,1,0,0,0,0,1,0,1
4863,32,70.24,337,1,0,1,0,1,0,0,0,1,0
4864,60,35.94,255,0,1,0,1,0,0,0,0,0,1
4865,51,62.79,438,1,0,1,0,0,0,1,0,0,1
4866,68,33.34,443,1,0,1,0,0,1,0,0,0,1
4867,70,75.55,272,0,1,0,0,0,0,0,1,1,0
4868,70,74.65,137,1,0,1,1,0,0,0,0,1,0
4869,55,86.51,256,1,0,1,0,0,1,0,0,1,0
4870,34,46.49,413,1,0,1,1,0,0,0,0,0,1
4871,34,77.19,157,0,0,1,0,0,1,0,0,1,0
4872,50,32.29,67,0,0,1,0,0,0,1,0,0,1
4873,50,37.88,112,0,0,1,0,0,0,1,0,0,1
4874,31,60.4,448,1,1,0,0,0,0,1,0,1,0
4875,70,62.03,123,0,0,1,0,1,0,0,0,1,0
4876,61,76.79,59,0,1,0,0,0,1,0,0,1,0
4877,61,62.82,96,0,0,1,0,1,0,0,0,0,1
4878,66,77.33,400,1,0,1,1,0,0,0,0,1,0
4879,66,41.79,481,0,1,0,0,0,0,0,1,0,1
4880,55,81.1,179,1,0,1,0,0,0,0,1,1,0
4881,36,51.08,411,0,1,0,0,0,0,0,1,1,0
4882,23,50.07,241,1,0,1,0,0,1,0,0,1,0
4883,63,32.94,87,1,0,1,1,0,0,0,0,1,0
4884,62,77.87,387,1,1,0,0,1,0,0,0,1,0
4885,69,44.09,341,1,1,0,0,0,0,0,1,1,0
4886,28,49.87,88,0,0,1,0,0,0,0,1,0,1
4887,58,45.03,337,0,0,1,0,1,0,0,0,0,1
4888,41,54.55,121,1,0,1,0,1,0,0,0,0,1
4889,36,33.73,450,0,0,1,0,0,1,0,0,0,1
4890,52,41.16,83,0,1,0,0,0,0,1,0,1,0
4891,49,55.32,429,1,1,0,1,0,0,0,0,0,1
4892,19,42.52,127,1,1,0,0,0,0,1,0,1,0
4893,59,53.42,420,0,1,0,0,0,0,1,0,0,1
4894,65,40.12,256,0,1,0,0,0,0,0,1,1,0
4895,44,74.58,333,0,0,1,0,0,0,0,1,1,0
4896,24,35.32,309,0,1,0,0,0,0,0,1,0,1
4897,29,58.8,489,0,0,1,0,1,0,0,0,1,0
4898,60,70.44,406,1,0,1,1,0,0,0,0,1,0
4899,24,69.05,232,0,1,0,1,0,0,0,0,0,1
4900,41,36.85,229,1,0,1,0,0,0,1,0,1,0
4901,39,33.86,234,0,0,1,0,1,0,0,0,0,1
4902,57,49.73,171,0,0,1,0,0,0,1,0,1,0
4903,67,65.78,394,0,1,0,0,1,0,0,0,1,0
4904,19,68.15,411,1,0,1,0,0,0,0,1,1,0
4905,29,61.33,55,0,0,1,0,0,1,0,0,1,0
4906,23,46.85,334,1,1,0,1,0,0,0,0,0,1
4907,66,50.8,361,0,1,0,0,0,0,0,1,1,0
4908,51,43.12,353,0,0,1,0,0,0,0,1,0,1
4909,35,41.72,419,1,0,1,0,1,0,0,0,1,0
4910,39,87.52,142,1,0,1,0,1,0,0,0,0,1
4911,28,70.33,447,1,0,1,0,1,0,0,0,1,0
4912,38,72.58,158,0,0,1,0,1,0,0,0,1,0
4913,46,37.44,461,1,0,1,0,0,0,1,0,1,0
4914,35,32.29,352,0,0,1,0,0,1,0,0,1,0
4915,31,67.21,363,1,1,0,0,1,0,0,0,1,0
4916,56,58.28,497,1,0,1,0,0,1,0,0,0,1
4917,33,46.43,223,0,0,1,0,0,1,0,0,1,0
4918,34,59.83,100,1,0,1,0,0,0,1,0,0,1
4919,21,51.46,52,0,0,1,1,0,0,0,0,1,0
4920,59,76.34,100,0,1,0,0,1,0,0,0,0,1
4921,42,84.87,104,0,0,1,1,0,0,0,0,1,0
4922,32,84.34,213,0,0,1,0,0,1,0,0,0,1
4923,24,39.68,92,1,1,0,0,0,0,1,0,0,1
4924,59,72.01,355,1,0,1,0,0,0,1,0,0,1
4925,23,70.99,103,0,1,0,0,0,0,1,0,0,1
4926,57,73.13,194,0,0,1,0,0,0,1,0,1,0
4927,51,74.74,297,1,0,1,0,0,0,1,0,0,1
4928,25,78.24,238,0,1,0,1,0,0,0,0,1,0
4929,67,65.26,210,1,1,0,1,0,0,0,0,0,1
4930,49,84.67,150,0,1,0,0,0,0,0,1,1,0
4931,68,74.02,197,0,1,0,0,0,0,1,0,0,1
4932,20,72.45,417,1,0,1,0,1,0,0,0,1,0
4933,50,31.27,198,0,0,1,1,0,0,0,0,1,0
4934,29,74.4,356,0,1,0,1,0,0,0,0,1,0
4935,19,88.04,130,0,0,1,0,0,1,0,0,1,0
4936,34,85.52,297,0,0,1,1,0,0,0,0,0,1
4937,25,35.91,231,1,0,1,0,0,0,0,1,0,1
4938,65,87.19,60,0,0,1,0,0,0,1,0,1,0
4939,58,71.36,188,1,1,0,0,0,1,0,0,0,1
4940,34,92.69,79,0,0,1,0,0,1,0,0,0,1
4941,18,39.5,277,0,1,0,0,0,0,1,0,0,1
4942,41,75.17,214,0,1,0,0,0,1,0,0,1,0
4943,50,61.3,234,0,0,1,0,0,1,0,0,1,0
4944,50,75.05,333,1,0,1,0,0,0,1,0,1,0
4945,22,37.51,269,0,0,1,0,0,0,1,0,1,0
4946,48,97.25,247,1,0,1,0,0,0,1,0,0,1
4947,55,59.54,158,1,0,1,1,0,0,0,0,1,0
4948,32,50.54,472,1,1,0,0,0,0,0,1,1,0
4949,29,79.26,354,0,1,0,0,0,1,0,0,1,0
4950,25,51.1,325,0,0,1,0,0,0,1,0,1,0
4951,48,92.27,177,0,1,0,0,0,1,0,0,0,1
4952,33,78.29,359,0,1,0,0,0,0,1,0,0,1
4953,47,99.1,476,0,0,1,1,0,0,0,0,1,0
4954,64,46.19,161,0,0,1,0,0,0,1,0,0,1
4955,46,88.21,137,0,1,0,0,1,0,0,0,1,0
4956,39,42.96,70,1,0,1,0,0,0,1,0,1,0
4957,35,31.21,330,0,1,0,0,0,0,1,0,0,1
4958,23,99.33,307,1,0,1,0,1,0,0,0,0,1
4959,54,47.61,334,0,0,1,0,0,0,0,1,0,1
4960,44,38.47,51,1,1,0,0,0,0,0,1,0,1
4961,46,66.48,387,0,0,1,0,0,0,0,1,1,0
4962,49,84.48,327,1,1,0,0,0,0,0,1,1,0
4963,20,53.84,120,0,0,1,0,1,0,0,0,0,1
4964,42,69.81,120,0,0,1,1,0,0,0,0,1,0
4965,51,67.23,144,1,1,0,0,0,0,1,0,1,0
4966,46,69.82,235,1,0,1,0,0,1,0,0,1,0
4967,49,62.86,121,0,0,1,0,0,0,1,0,0,1
4968,50,32.29,94,1,0,1,0,1,0,0,0,0,1
4969,36,73.5,159,0,1,0,0,0,0,1,0,1,0
4970,53,95.72,238,1,0,1,1,0,0,0,0,1,0
4971,29,47.75,478,0,1,0,1,0,0,0,0,0,1
4972,23,48.45,212,0,0,1,1,0,0,0,0,0,1
4973,33,74.71,427,1,1,0,0,0,0,1,0,1,0
4974,59,31.93,289,0,0,1,0,0,0,1,0,0,1
4975,62,45.32,435,1,0,1,0,1,0,0,0,0,1
4976,50,80.57,202,0,0,1,0,0,0,1,0,1,0
4977,60,58.4,299,1,0,1,0,0,1,0,0,0,1
4978,30,45.76,299,1,1,0,0,0,1,0,0,1,0
4979,58,41.24,380,1,0,1,0,1,0,0,0,1,0
4980,20,80.66,419,1,0,1,0,0,0,1,0,0,1
4981,61,92.1,77,0,1,0,0,0,0,1,0,1,0
4982,49,44.44,378,1,0,1,0,0,0,0,1,0,1
4983,70,54.13,432,0,0,1,0,0,0,0,1,0,1
4984,59,70.15,308,0,1,0,1,0,0,0,0,1,0
4985,32,59.45,465,0,0,1,0,0,1,0,0,1,0
4986,69,43.88,125,1,1,0,0,1,0,0,0,1,0
4987,60,60.19,436,0,1,0,0,0,0,1,0,0,1
4988,39,89.32,186,0,1,0,0,1,0,0,0,0,1
4989,31,76.07,352,1,1,0,1,0,0,0,0,0,1
4990,21,44.34,482,0,1,0,0,0,0,1,0,0,1
4991,45,88.03,218,0,0,1,0,0,0,1,0,0,1
4992,55,68.66,118,0,1,0,1,0,0,0,0,1,0
4993,41,35.53,472,1,0,1,1,0,0,0,0,0,1
4994,30,72.93,161,1,1,0,0,1,0,0,0,1,0
4995,44,68.1,224,0,0,1,0,0,1,0,0,0,1
4996,35,44.87,119,1,0,1,0,0,0,0,1,0,1
4997,61,98.86,482,1,0,1,1,0,0,0,0,0,1
4998,29,43.78,179,1,0,1,0,0,1,0,0,0,1
4999,27,75.57,279,1,1,0,0,0,1,0,0,0,1
5000,40,50.75,478,0,0,1,0,0,0,1,0,1,0
5001,48,33.63,358,0,1,0,0,0,0,1,0,0,1
5002,47,39.3,145,0,1,0,0,0,0,1,0,1,0
5003,46,43.08,336,1,1,0,0,1,0,0,0,0,1
5004,63,53.96,110,1,0,1,0,0,1,0,0,1,0
5005,28,68.06,268,1,1,0,0,0,0,0,1,0,1
5006,58,97.61,388,1,0,1,0,0,1,0,0,0,1
5007,29,73.79,250,0,1,0,0,0,1,0,0,1,0
5008,65,88.31,352,1,0,1,1,0,0,0,0,1,0
5009,35,62.76,271,0,0,1,0,0,0,0,1,1,0
5010,70,49.74,447,0,1,0,0,0,0,0,1,0,1
5011,50,74.21,471,1,0,1,0,1,0,0,0,0,1
5012,68,43.96,206,0,0,1,1,0,0,0,0,1,0
5013,69,54.94,363,0,1,0,0,1,0,0,0,0,1
5014,67,91.59,175,1,1,0,0,1,0,0,0,0,1
5015,20,39.61,137,1,0,1,0,1,0,0,0,0,1
5016,38,74.34,330,1,1,0,0,0,1,0,0,1,0
5017,60,86.45,429,1,1,0,0,1,0,0,0,1,0
5018,41,66.67,490,1,1,0,0,0,0,1,0,0,1
5019,70,76.16,361,0,1,0,1,0,0,0,0,0,1
5020,52,96.85,393,1,0,1,0,0,1,0,0,0,1
5021,43,37.89,245,1,1,0,0,1,0,0,0,1,0
5022,24,55.41,422,1,0,1,0,0,0,1,0,0,1
5023,20,60.48,180,1,0,1,0,0,0,1,0,0,1
5024,50,63.07,434,0,1,0,1,0,0,0,0,1,0
5025,41,62.99,313,1,1,0,0,0,1,0,0,0,1
5026,32,30.2,439,0,1,0,0,0,0,1,0,0,1
5027,54,49.07,441,1,1,0,0,0,0,1,0,1,0
5028,23,80.52,446,0,0,1,0,0,1,0,0,0,1
5029,52,99.66,447,0,0,1,0,0,1,0,0,1,0
5030,28,66.72,469,1,1,0,0,0,1,0,0,1,0
5031,36,58.44,343,1,0,1,0,0,0,1,0,1,0
5032,35,34.68,302,1,0,1,0,0,0,0,1,0,1
5033,24,62.85,270,0,0,1,0,0,0,0,1,1,0
5034,60,44.85,302,0,0,1,0,0,1,0,0,0,1
5035,67,73.08,160,0,0,1,0,0,0,0,1,1,0
5036,18,55.29,266,0,1,0,0,0,1,0,0,1,0
5037,70,96.34,277,1,1,0,1,0,0,0,0,0,1
5038,66,36.09,96,1,1,0,0,0,1,0,0,1,0
5039,29,57.4,380,1,1,0,0,0,1,0,0,0,1
